step,epoch,tokens_seen,loss,learning_rate,time_per_step,gpu_memory_gb
47000,1,3080192000,2.731690,2.66e-04,3.059,18.42
47100,1,3086745600,3.919770,2.66e-04,3.059,18.42
47200,1,3093299200,3.317520,2.65e-04,3.059,18.42
47300,1,3099852800,2.771616,2.65e-04,3.059,18.42
47400,1,3106406400,3.274041,2.65e-04,3.059,18.42
47500,1,3112960000,3.180138,2.65e-04,3.058,18.42
47600,1,3119513600,2.744400,2.65e-04,3.059,18.42
47700,1,3126067200,3.283413,2.65e-04,3.059,18.42
47800,1,3132620800,2.647193,2.65e-04,3.059,18.42
47900,1,3139174400,3.146130,2.64e-04,3.058,18.42
48000,1,3145728000,2.996724,2.64e-04,3.059,18.42
48100,1,3152281600,3.245877,2.64e-04,3.059,18.42
48200,1,3158835200,2.982692,2.64e-04,3.058,18.42
48300,1,3165388800,2.767146,2.64e-04,3.059,18.42
48400,1,3171942400,4.192935,2.64e-04,3.059,18.42
48500,1,3178496000,3.408407,2.63e-04,3.059,18.42
48600,1,3185049600,3.058910,2.63e-04,3.059,18.42
48700,1,3191603200,2.675285,2.63e-04,3.059,18.42
48800,1,3198156800,2.814103,2.63e-04,3.058,18.42
48900,1,3204710400,3.135113,2.63e-04,3.059,18.42
49000,1,3211264000,2.949223,2.63e-04,3.059,18.42
49100,1,3217817600,3.047449,2.63e-04,3.059,18.42
49200,1,3224371200,3.298567,2.62e-04,3.059,18.42
49300,1,3230924800,2.938933,2.62e-04,3.059,18.42
49400,1,3237478400,3.581380,2.62e-04,3.059,18.42
49500,1,3244032000,3.031537,2.62e-04,3.058,18.42
49600,1,3250585600,2.884614,2.62e-04,3.058,18.42
49700,1,3257139200,3.094124,2.62e-04,3.058,18.42
49800,1,3263692800,5.287476,2.61e-04,3.058,18.42
49900,1,3270246400,3.244624,2.61e-04,3.058,18.42
50000,1,3276800000,3.007864,2.61e-04,3.059,18.42
50100,1,3283353600,2.931301,2.61e-04,3.286,18.42
50200,1,3289907200,3.217021,2.61e-04,3.058,18.42
50300,1,3296460800,3.085231,2.61e-04,3.058,18.42
50400,1,3303014400,2.957439,2.61e-04,3.057,18.42
50500,1,3309568000,3.591219,2.60e-04,3.057,18.42
50600,1,3316121600,3.342900,2.60e-04,3.057,18.42
50700,1,3322675200,2.740135,2.60e-04,3.057,18.42
50800,1,3329228800,2.795509,2.60e-04,3.057,18.42
50900,1,3335782400,2.794204,2.60e-04,3.057,18.42
51000,1,3342336000,3.077708,2.60e-04,3.057,18.42
51100,1,3348889600,2.842787,2.59e-04,3.057,18.42
51200,1,3355443200,3.304852,2.59e-04,3.057,18.42
51300,1,3361996800,3.238960,2.59e-04,3.057,18.42
51400,1,3368550400,2.752061,2.59e-04,3.058,18.42
51500,1,3375104000,3.298280,2.59e-04,3.057,18.42
51600,1,3381657600,2.672433,2.59e-04,3.057,18.42
51700,1,3388211200,2.551031,2.59e-04,3.057,18.42
51800,1,3394764800,2.912654,2.58e-04,3.057,18.42
51900,1,3401318400,3.223789,2.58e-04,3.057,18.42
52000,1,3407872000,2.958870,2.58e-04,3.057,18.42
52100,1,3414425600,3.386511,2.58e-04,3.057,18.42
52200,1,3420979200,2.847131,2.58e-04,3.057,18.42
52300,1,3427532800,3.254337,2.58e-04,3.057,18.42
52400,1,3434086400,3.035985,2.57e-04,3.057,18.42
52500,1,3440640000,2.609600,2.57e-04,3.057,18.42
52600,1,3447193600,3.133717,2.57e-04,3.057,18.42
52700,1,3453747200,2.946835,2.57e-04,3.057,18.42
52800,1,3460300800,2.989597,2.57e-04,3.057,18.42
52900,1,3466854400,3.077700,2.57e-04,3.057,18.42
53000,1,3473408000,3.268478,2.56e-04,3.057,18.42
53100,1,3479961600,3.268409,2.56e-04,3.057,18.42
53200,1,3486515200,2.857037,2.56e-04,3.057,18.42
53300,1,3493068800,3.109581,2.56e-04,3.057,18.42
53400,1,3499622400,3.641580,2.56e-04,3.057,18.42
53500,1,3506176000,3.094286,2.56e-04,3.057,18.42
53600,1,3512729600,3.292114,2.55e-04,3.057,18.42
53700,1,3519283200,2.774316,2.55e-04,3.057,18.42
53800,1,3525836800,3.012799,2.55e-04,3.057,18.42
53900,1,3532390400,2.784211,2.55e-04,3.057,18.42
54000,1,3538944000,3.029258,2.55e-04,3.057,18.42
54100,1,3545497600,3.127918,2.55e-04,3.057,18.42
54200,1,3552051200,2.778352,2.54e-04,3.057,18.42
54300,1,3558604800,3.430676,2.54e-04,3.057,18.42
54400,1,3565158400,2.743493,2.54e-04,3.089,18.42
54500,1,3571712000,2.867649,2.54e-04,3.057,18.42
54600,1,3578265600,2.903433,2.54e-04,3.057,18.42
54700,1,3584819200,2.844036,2.54e-04,3.057,18.42
54800,1,3591372800,3.051402,2.53e-04,3.057,18.42
54900,1,3597926400,2.846049,2.53e-04,3.057,18.42
55000,1,3604480000,2.895050,2.53e-04,3.057,18.42
55100,1,3611033600,2.550954,2.53e-04,3.469,18.42
55200,1,3617587200,2.860270,2.53e-04,3.057,18.42
55300,1,3624140800,2.853102,2.53e-04,3.057,18.42
55400,1,3630694400,3.211182,2.52e-04,3.057,18.42
55500,1,3637248000,3.214484,2.52e-04,3.057,18.42
55600,1,3643801600,2.828681,2.52e-04,3.057,18.42
55700,1,3650355200,2.855616,2.52e-04,3.057,18.42
55800,1,3656908800,2.664260,2.52e-04,3.057,18.42
55900,1,3663462400,3.684121,2.52e-04,3.058,18.42
56000,1,3670016000,2.846453,2.51e-04,3.057,18.42
56100,1,3676569600,2.814046,2.51e-04,3.057,18.42
56200,1,3683123200,3.224277,2.51e-04,3.057,18.42
56300,1,3689676800,2.655195,2.51e-04,3.057,18.42
56400,1,3696230400,3.161548,2.51e-04,3.057,18.42
56500,1,3702784000,2.343883,2.51e-04,3.057,18.42
56600,1,3709337600,2.848382,2.50e-04,3.057,18.42
56700,1,3715891200,2.881929,2.50e-04,3.057,18.42
56800,1,3722444800,2.951876,2.50e-04,3.058,18.42
56900,1,3728998400,2.712074,2.50e-04,3.057,18.42
57000,1,3735552000,3.343379,2.50e-04,3.057,18.42
57100,1,3742105600,3.024480,2.50e-04,3.057,18.42
57200,1,3748659200,2.968888,2.49e-04,3.057,18.42
57300,1,3755212800,3.282519,2.49e-04,3.057,18.42
57400,1,3761766400,3.322577,2.49e-04,3.057,18.42
57500,1,3768320000,2.833496,2.49e-04,3.057,18.42
57600,1,3774873600,2.970334,2.49e-04,3.057,18.42
57700,1,3781427200,3.059137,2.49e-04,3.057,18.42
57800,1,3787980800,2.910445,2.48e-04,3.057,18.42
57900,1,3794534400,3.214196,2.48e-04,3.057,18.42
58000,1,3801088000,2.483288,2.48e-04,3.074,18.42
58100,1,3807641600,3.090273,2.48e-04,3.081,18.42
58200,1,3814195200,3.274340,2.48e-04,3.080,18.42
58300,1,3820748800,2.882063,2.48e-04,3.079,18.42
58400,1,3827302400,2.661462,2.47e-04,3.078,18.42
58500,1,3833856000,2.663915,2.47e-04,3.076,18.42
58600,1,3840409600,2.612686,2.47e-04,3.076,18.42
58700,1,3846963200,2.970856,2.47e-04,3.076,18.42
58800,1,3853516800,3.205746,2.47e-04,3.076,18.42
58900,1,3860070400,3.387514,2.46e-04,3.076,18.42
59000,1,3866624000,3.089186,2.46e-04,3.076,18.42
59100,1,3873177600,2.805949,2.46e-04,3.076,18.42
59200,1,3879731200,2.983269,2.46e-04,3.071,18.42
59300,1,3886284800,2.704636,2.46e-04,3.059,18.42
59400,1,3892838400,2.876691,2.46e-04,3.059,18.42
59500,1,3899392000,2.621594,2.45e-04,3.060,18.42
59600,1,3905945600,3.133345,2.45e-04,3.060,18.42
59700,1,3912499200,4.002457,2.45e-04,3.060,18.42
59800,1,3919052800,3.368267,2.45e-04,3.060,18.42
59900,1,3925606400,2.937099,2.45e-04,3.060,18.42
60000,1,3932160000,3.380195,2.45e-04,3.060,18.42
60100,1,3938713600,2.975108,2.44e-04,3.354,18.42
60200,1,3945267200,3.260336,2.44e-04,3.060,18.42
60300,1,3951820800,2.793572,2.44e-04,3.060,18.42
60400,1,3958374400,2.896726,2.44e-04,3.060,18.42
60500,1,3964928000,3.019484,2.44e-04,3.060,18.42
60600,1,3971481600,2.884248,2.43e-04,3.060,18.42
60700,1,3978035200,3.089286,2.43e-04,3.060,18.42
60800,1,3984588800,2.952386,2.43e-04,3.060,18.42
60900,1,3991142400,2.906477,2.43e-04,3.060,18.42
61000,1,3997696000,2.930170,2.43e-04,3.060,18.42
61100,1,4004249600,2.891901,2.43e-04,3.060,18.42
61200,1,4010803200,2.742284,2.42e-04,3.060,18.42
61300,1,4017356800,3.116932,2.42e-04,3.060,18.42
61400,1,4023910400,2.965552,2.42e-04,3.060,18.42
61500,1,4030464000,2.774353,2.42e-04,3.060,18.42
61600,1,4037017600,2.886490,2.42e-04,3.060,18.42
61700,1,4043571200,2.708264,2.41e-04,3.060,18.42
61800,1,4050124800,3.055232,2.41e-04,3.060,18.42
61900,1,4056678400,2.926468,2.41e-04,3.060,18.42
62000,1,4063232000,3.076319,2.41e-04,3.060,18.42
62100,1,4069785600,2.590063,2.41e-04,3.060,18.42
62200,1,4076339200,3.126400,2.41e-04,3.060,18.42
62300,1,4082892800,2.913721,2.40e-04,3.060,18.42
62400,1,4089446400,3.519878,2.40e-04,3.059,18.42
62500,1,4096000000,2.998111,2.40e-04,3.065,18.42
62600,1,4102553600,3.215933,2.40e-04,3.065,18.42
62700,1,4109107200,2.802141,2.40e-04,3.057,18.42
62800,1,4115660800,2.708616,2.39e-04,3.057,18.42
62900,1,4122214400,2.709881,2.39e-04,3.057,18.42
63000,1,4128768000,3.019223,2.39e-04,3.057,18.42
63100,1,4135321600,3.269421,2.39e-04,3.057,18.42
63200,1,4141875200,2.906818,2.39e-04,3.057,18.42
63300,1,4148428800,2.772907,2.38e-04,3.057,18.42
63400,1,4154982400,2.589625,2.38e-04,3.057,18.42
63500,1,4161536000,3.203768,2.38e-04,3.058,18.42
63600,1,4168089600,2.640014,2.38e-04,3.057,18.42
63700,1,4174643200,3.166265,2.38e-04,3.057,18.42
63800,1,4181196800,4.027877,2.38e-04,3.057,18.42
63900,1,4187750400,2.864026,2.37e-04,3.057,18.42
64000,1,4194304000,3.342905,2.37e-04,3.057,18.42
64100,1,4200857600,2.877271,2.37e-04,3.057,18.42
64200,1,4207411200,3.941374,2.37e-04,3.057,18.42
64300,1,4213964800,2.899102,2.37e-04,3.057,18.42
64400,1,4220518400,3.001175,2.36e-04,3.057,18.42
64500,1,4227072000,2.787254,2.36e-04,3.057,18.42
64600,1,4233625600,2.659270,2.36e-04,3.057,18.42
64700,1,4240179200,2.902822,2.36e-04,3.057,18.42
64800,1,4246732800,2.681108,2.36e-04,3.057,18.42
64900,1,4253286400,3.061988,2.35e-04,3.058,18.42
65000,1,4259840000,3.064824,2.35e-04,3.057,18.42
65100,1,4266393600,3.063379,2.35e-04,3.529,18.42
65200,1,4272947200,3.200427,2.35e-04,3.058,18.42
65300,1,4279500800,2.787937,2.35e-04,3.090,18.42
65400,1,4286054400,3.634548,2.35e-04,3.083,18.42
65500,1,4292608000,2.570180,2.34e-04,3.078,18.42
65600,1,4299161600,2.970176,2.34e-04,3.064,18.42
65700,1,4305715200,2.997712,2.34e-04,3.059,18.42
65800,1,4312268800,2.724966,2.34e-04,3.059,18.42
65900,1,4318822400,3.388048,2.34e-04,3.059,18.42
66000,1,4325376000,3.080910,2.33e-04,3.059,18.42
66100,1,4331929600,3.060182,2.33e-04,3.059,18.42
66200,1,4338483200,3.055727,2.33e-04,3.059,18.42
66300,1,4345036800,2.921396,2.33e-04,3.059,18.42
66400,1,4351590400,3.132594,2.33e-04,3.059,18.42
66500,1,4358144000,3.248805,2.32e-04,3.059,18.42
66600,1,4364697600,3.292675,2.32e-04,3.058,18.42
66700,1,4371251200,2.806302,2.32e-04,3.059,18.42
66800,1,4377804800,2.829883,2.32e-04,3.059,18.42
66900,1,4384358400,2.678709,2.32e-04,3.059,18.42
67000,1,4390912000,2.895140,2.31e-04,3.059,18.42
67100,1,4397465600,3.202047,2.31e-04,3.058,18.42
67200,1,4404019200,3.180141,2.31e-04,3.059,18.42
67300,1,4410572800,3.069689,2.31e-04,3.059,18.42
67400,1,4417126400,3.457704,2.31e-04,3.059,18.42
67500,1,4423680000,2.764995,2.31e-04,3.059,18.42
67600,1,4430233600,2.804629,2.30e-04,3.059,18.42
67700,1,4436787200,2.993789,2.30e-04,3.059,18.42
67800,1,4443340800,2.909397,2.30e-04,3.059,18.42
67900,1,4449894400,3.189619,2.30e-04,3.059,18.42
68000,1,4456448000,2.704040,2.30e-04,3.059,18.42
68100,1,4463001600,2.671182,2.29e-04,3.059,18.42
68200,1,4469555200,2.628447,2.29e-04,3.059,18.42
68300,1,4476108800,3.036575,2.29e-04,3.059,18.42
68400,1,4482662400,2.475626,2.29e-04,3.058,18.42
68500,1,4489216000,2.868502,2.29e-04,3.059,18.42
68600,1,4495769600,3.622487,2.28e-04,3.059,18.42
68700,1,4502323200,3.134773,2.28e-04,3.059,18.42
68800,1,4508876800,3.298906,2.28e-04,3.059,18.42
68900,1,4515430400,2.686115,2.28e-04,3.059,18.42
69000,1,4521984000,3.082938,2.28e-04,3.059,18.42
69100,1,4528537600,3.097046,2.27e-04,3.058,18.42
69200,1,4535091200,2.863526,2.27e-04,3.059,18.42
69300,1,4541644800,3.155931,2.27e-04,3.059,18.42
69400,1,4548198400,2.919673,2.27e-04,3.059,18.42
69500,1,4554752000,3.502181,2.27e-04,3.059,18.42
69600,1,4561305600,2.409172,2.26e-04,3.074,18.42
69700,1,4567859200,3.281676,2.26e-04,3.061,18.42
69800,1,4574412800,3.030174,2.26e-04,3.059,18.42
69900,1,4580966400,2.602259,2.26e-04,3.059,18.42
70000,1,4587520000,3.050323,2.26e-04,3.059,18.42
70100,1,4594073600,2.526433,2.25e-04,3.314,18.42
70200,1,4600627200,3.097681,2.25e-04,3.082,18.42
70300,1,4607180800,3.677975,2.25e-04,3.082,18.42
70400,1,4613734400,2.663505,2.25e-04,3.082,18.42
70500,1,4620288000,2.551831,2.25e-04,3.082,18.42
70600,1,4626841600,2.718924,2.24e-04,3.082,18.42
70700,1,4633395200,4.983039,2.24e-04,3.072,18.42
70800,1,4639948800,2.756803,2.24e-04,3.055,18.42
70900,1,4646502400,3.134688,2.24e-04,3.055,18.42
71000,1,4653056000,2.800052,2.24e-04,3.054,18.42
71100,1,4659609600,2.595973,2.23e-04,3.054,18.42
71200,1,4666163200,2.981836,2.23e-04,3.054,18.42
71300,1,4672716800,2.908996,2.23e-04,3.055,18.42
71400,1,4679270400,2.852854,2.23e-04,3.055,18.42
71500,1,4685824000,2.954470,2.23e-04,3.054,18.42
71600,1,4692377600,3.264660,2.22e-04,3.054,18.42
71700,1,4698931200,2.789093,2.22e-04,3.055,18.42
71800,1,4705484800,3.391839,2.22e-04,3.055,18.42
71900,1,4712038400,2.935460,2.22e-04,3.054,18.42
72000,1,4718592000,3.308058,2.22e-04,3.054,18.42
72100,1,4725145600,2.738534,2.21e-04,3.055,18.42
72200,1,4731699200,3.518973,2.21e-04,3.054,18.42
72300,1,4738252800,2.973494,2.21e-04,3.054,18.42
72400,1,4744806400,2.906480,2.21e-04,3.054,18.42
72500,1,4751360000,3.007953,2.21e-04,3.055,18.42
72600,1,4757913600,3.710390,2.20e-04,3.055,18.42
72700,1,4764467200,2.828640,2.20e-04,3.053,18.42
72800,1,4771020800,3.351010,2.20e-04,3.055,18.42
72900,1,4777574400,3.178698,2.20e-04,3.054,18.42
73000,1,4784128000,2.909332,2.20e-04,3.055,18.42
73100,1,4790681600,3.983319,2.19e-04,3.054,18.42
73200,1,4797235200,3.015165,2.19e-04,3.054,18.42
73300,1,4803788800,3.073821,2.19e-04,3.055,18.42
73400,1,4810342400,2.929137,2.19e-04,3.054,18.42
73500,1,4816896000,2.987841,2.19e-04,3.053,18.42
73600,1,4823449600,2.445964,2.18e-04,3.055,18.42
73700,1,4830003200,3.584452,2.18e-04,3.055,18.42
73800,1,4836556800,2.598478,2.18e-04,3.054,18.42
73900,1,4843110400,2.888963,2.18e-04,3.054,18.42
74000,1,4849664000,3.257771,2.18e-04,3.054,18.42
74100,1,4856217600,2.735519,2.17e-04,3.055,18.42
74200,1,4862771200,3.095213,2.17e-04,3.054,18.42
74300,1,4869324800,3.430061,2.17e-04,3.054,18.42
74400,1,4875878400,3.028243,2.17e-04,3.055,18.42
74500,1,4882432000,2.665197,2.17e-04,3.055,18.42
74600,1,4888985600,2.840905,2.16e-04,3.054,18.42
74700,1,4895539200,2.821913,2.16e-04,3.054,18.42
74800,1,4902092800,3.003843,2.16e-04,3.055,18.42
74900,1,4908646400,3.338528,2.16e-04,3.055,18.42
75000,1,4915200000,2.445566,2.15e-04,3.054,18.42
75100,1,4921753600,2.903130,2.15e-04,3.284,18.42
75200,1,4928307200,2.507357,2.15e-04,3.055,18.42
75300,1,4934860800,2.983269,2.15e-04,3.055,18.42
75400,1,4941414400,2.698149,2.15e-04,3.054,18.42
75500,1,4947968000,2.587291,2.14e-04,3.054,18.42
75600,1,4954521600,2.874411,2.14e-04,3.055,18.42
75700,1,4961075200,2.847761,2.14e-04,3.055,18.42
75800,1,4967628800,3.652203,2.14e-04,3.053,18.42
75900,1,4974182400,2.813119,2.14e-04,3.054,18.42
76000,1,4980736000,3.043422,2.13e-04,3.056,18.42
76100,1,4987289600,3.060790,2.13e-04,3.055,18.42
76200,1,4993843200,2.610482,2.13e-04,3.054,18.42
76300,1,5000396800,2.982241,2.13e-04,3.054,18.42
76400,1,5006950400,2.796176,2.13e-04,3.055,18.42
76500,1,5013504000,2.683385,2.12e-04,3.054,18.42
76600,1,5020057600,3.320076,2.12e-04,3.054,18.42
76700,1,5026611200,2.867184,2.12e-04,3.054,18.42
76800,1,5033164800,2.871197,2.12e-04,3.055,18.42
76900,1,5039718400,3.229135,2.12e-04,3.055,18.42
77000,1,5046272000,3.383349,2.11e-04,3.054,18.42
77100,1,5052825600,3.734602,2.11e-04,3.054,18.42
77200,1,5059379200,2.903011,2.11e-04,3.055,18.42
77300,1,5065932800,2.829155,2.11e-04,3.055,18.42
77400,1,5072486400,2.929842,2.10e-04,3.053,18.42
77500,1,5079040000,3.346337,2.10e-04,3.054,18.42
77600,1,5085593600,3.455190,2.10e-04,3.055,18.42
77700,1,5092147200,2.787421,2.10e-04,3.056,18.42
77800,1,5098700800,2.302167,2.10e-04,3.054,18.42
77900,1,5105254400,2.942288,2.09e-04,3.053,18.42
78000,1,5111808000,2.863512,2.09e-04,3.054,18.42
78100,1,5118361600,2.493861,2.09e-04,3.053,18.42
78200,1,5124915200,2.739339,2.09e-04,3.052,18.42
78300,1,5131468800,3.180930,2.09e-04,3.052,18.42
78400,1,5138022400,3.228473,2.08e-04,3.053,18.42
78500,1,5144576000,2.991951,2.08e-04,3.054,18.42
78600,1,5151129600,3.439033,2.08e-04,3.052,18.42
78700,1,5157683200,3.162976,2.08e-04,3.052,18.42
78800,1,5164236800,3.151025,2.07e-04,3.053,18.42
78900,1,5170790400,3.119108,2.07e-04,3.054,18.42
79000,1,5177344000,3.250425,2.07e-04,3.053,18.42
79100,1,5183897600,2.495304,2.07e-04,3.052,18.42
79200,1,5190451200,2.846127,2.07e-04,3.053,18.42
79300,1,5197004800,2.867231,2.06e-04,3.053,18.42
79400,1,5203558400,3.324587,2.06e-04,3.052,18.42
79500,1,5210112000,2.822169,2.06e-04,3.052,18.42
79600,1,5216665600,3.243938,2.06e-04,3.053,18.42
79700,1,5223219200,3.025550,2.06e-04,3.053,18.42
79800,1,5229772800,2.706716,2.05e-04,3.053,18.42
79900,1,5236326400,2.886795,2.05e-04,3.052,18.42
80000,1,5242880000,2.676405,2.05e-04,3.053,18.42
80100,1,5249433600,2.686036,2.05e-04,3.443,18.42
80200,1,5255987200,3.116898,2.05e-04,3.051,18.42
80300,1,5262540800,3.562696,2.04e-04,3.049,18.42
80400,1,5269094400,3.374931,2.04e-04,3.051,18.42
80500,1,5275648000,2.847456,2.04e-04,3.051,18.42
80600,1,5282201600,3.168676,2.04e-04,3.052,18.42
80700,1,5288755200,3.093629,2.03e-04,3.050,18.42
80800,1,5295308800,2.926541,2.03e-04,3.050,18.42
80900,1,5301862400,2.494557,2.03e-04,3.051,18.42
81000,1,5308416000,3.252433,2.03e-04,3.052,18.42
81100,1,5314969600,2.735766,2.03e-04,3.050,18.42
81200,1,5321523200,3.128101,2.02e-04,3.049,18.42
81300,1,5328076800,3.071471,2.02e-04,3.050,18.42
81400,1,5334630400,3.156752,2.02e-04,3.051,18.42
81500,1,5341184000,2.683048,2.02e-04,3.050,18.42
81600,1,5347737600,3.618309,2.02e-04,3.050,18.42
81700,1,5354291200,2.827915,2.01e-04,3.051,18.42
81800,1,5360844800,3.334518,2.01e-04,3.051,18.42
81900,1,5367398400,2.827726,2.01e-04,3.051,18.42
82000,1,5373952000,3.083297,2.01e-04,3.050,18.42
82100,1,5380505600,2.849674,2.00e-04,3.051,18.42
82200,1,5387059200,3.040698,2.00e-04,3.051,18.42
82300,1,5393612800,3.106788,2.00e-04,3.050,18.42
82400,1,5400166400,3.099073,2.00e-04,3.050,18.42
82500,1,5406720000,3.125507,2.00e-04,3.051,18.42
82600,1,5413273600,2.876031,1.99e-04,3.082,18.42
82700,1,5419827200,2.121538,1.99e-04,3.051,18.42
82800,1,5426380800,2.912374,1.99e-04,3.050,18.42
82900,1,5432934400,2.970016,1.99e-04,3.050,18.42
83000,1,5439488000,2.921174,1.98e-04,3.051,18.42
83100,1,5446041600,2.569793,1.98e-04,3.051,18.42
83200,1,5452595200,2.753647,1.98e-04,3.049,18.42
83300,1,5459148800,2.832534,1.98e-04,3.050,18.42
83400,1,5465702400,2.897638,1.98e-04,3.051,18.42
83500,1,5472256000,2.777496,1.97e-04,3.051,18.42
83600,1,5478809600,2.816453,1.97e-04,3.050,18.42
83700,1,5485363200,2.842899,1.97e-04,3.050,18.42
83800,1,5491916800,2.659222,1.97e-04,3.051,18.42
83900,1,5498470400,3.619950,1.97e-04,3.050,18.42
84000,1,5505024000,2.658478,1.96e-04,3.051,18.42
84100,1,5511577600,3.019566,1.96e-04,3.050,18.42
84200,1,5518131200,2.515187,1.96e-04,3.051,18.42
84300,1,5524684800,3.096177,1.96e-04,3.051,18.42
84400,1,5531238400,3.577900,1.95e-04,3.050,18.42
84500,1,5537792000,3.034195,1.95e-04,3.050,18.42
84600,1,5544345600,2.995070,1.95e-04,3.050,18.42
84700,1,5550899200,3.224617,1.95e-04,3.051,18.42
84800,1,5557452800,3.605983,1.95e-04,3.051,18.42
84900,1,5564006400,2.557910,1.94e-04,3.050,18.42
85000,1,5570560000,2.789919,1.94e-04,3.050,18.42
85100,1,5577113600,3.393215,1.94e-04,3.453,18.42
85200,1,5583667200,2.820524,1.94e-04,3.072,18.42
85300,1,5590220800,2.753534,1.93e-04,3.072,18.42
85400,1,5596774400,2.998124,1.93e-04,3.072,18.42
85500,1,5603328000,3.756406,1.93e-04,3.072,18.42
85600,1,5609881600,3.069780,1.93e-04,3.072,18.42
85700,1,5616435200,2.681717,1.93e-04,3.072,18.42
85800,1,5622988800,3.066601,1.92e-04,3.071,18.42
85900,1,5629542400,2.988675,1.92e-04,3.072,18.42
86000,1,5636096000,3.391317,1.92e-04,3.072,18.42
86100,1,5642649600,3.699326,1.92e-04,3.072,18.42
86200,1,5649203200,2.425322,1.91e-04,3.072,18.42
86300,1,5655756800,2.857292,1.91e-04,3.072,18.42
86400,1,5662310400,2.944774,1.91e-04,3.072,18.42
86500,1,5668864000,3.458694,1.91e-04,3.072,18.42
86600,1,5675417600,3.284738,1.91e-04,3.072,18.42
86700,1,5681971200,3.259927,1.90e-04,3.071,18.42
86800,1,5688524800,2.777747,1.90e-04,3.072,18.42
86900,1,5695078400,2.934523,1.90e-04,3.071,18.42
87000,1,5701632000,3.027588,1.90e-04,3.072,18.42
87100,1,5708185600,2.940079,1.89e-04,3.072,18.42
87200,1,5714739200,2.968369,1.89e-04,3.071,18.42
87300,1,5721292800,2.672079,1.89e-04,3.071,18.42
87400,1,5727846400,3.274177,1.89e-04,3.071,18.42
87500,1,5734400000,2.834444,1.89e-04,3.072,18.42
87600,1,5740953600,2.633767,1.88e-04,3.071,18.42
87700,1,5747507200,2.796749,1.88e-04,3.072,18.42
87800,1,5754060800,2.814282,1.88e-04,3.072,18.42
87900,1,5760614400,3.545994,1.88e-04,3.072,18.42
88000,1,5767168000,3.266606,1.87e-04,3.071,18.42
88100,1,5773721600,2.832446,1.87e-04,3.071,18.42
88200,1,5780275200,2.940306,1.87e-04,3.071,18.42
88300,1,5786828800,2.859018,1.87e-04,3.072,18.42
88400,1,5793382400,2.960452,1.87e-04,3.072,18.42
88500,1,5799936000,2.948831,1.86e-04,3.072,18.42
88600,1,5806489600,3.250833,1.86e-04,3.071,18.42
88700,1,5813043200,2.932078,1.86e-04,3.071,18.42
88800,1,5819596800,3.503023,1.86e-04,3.071,18.42
88900,1,5826150400,2.385016,1.85e-04,3.071,18.42
89000,1,5832704000,2.827266,1.85e-04,3.071,18.42
89100,1,5839257600,2.835640,1.85e-04,3.071,18.42
89200,1,5845811200,3.119675,1.85e-04,3.071,18.42
89300,1,5852364800,3.077534,1.85e-04,3.071,18.42
89400,1,5858918400,3.087411,1.84e-04,3.071,18.42
89500,1,5865472000,2.722183,1.84e-04,3.072,18.42
89600,1,5872025600,2.494770,1.84e-04,3.072,18.42
89700,1,5878579200,3.089323,1.84e-04,3.072,18.42
89800,1,5885132800,2.911027,1.83e-04,3.072,18.42
89900,1,5891686400,3.001361,1.83e-04,3.071,18.42
90000,1,5898240000,3.147915,1.83e-04,3.071,18.42
90100,1,5904793600,2.932591,1.83e-04,3.465,18.42
90200,1,5911347200,3.183663,1.83e-04,3.069,18.42
90300,1,5917900800,3.340644,1.82e-04,3.069,18.42
90400,1,5924454400,3.233894,1.82e-04,3.069,18.42
90500,1,5931008000,3.106433,1.82e-04,3.071,18.42
90600,1,5937561600,3.150680,1.82e-04,3.076,18.42
90700,1,5944115200,2.855892,1.81e-04,3.073,18.42
90800,1,5950668800,3.235851,1.81e-04,3.068,18.42
90900,1,5957222400,2.902022,1.81e-04,3.058,18.42
91000,1,5963776000,2.523527,1.81e-04,3.057,18.42
91100,1,5970329600,3.537873,1.81e-04,3.057,18.42
91200,1,5976883200,3.190814,1.80e-04,3.057,18.42
91300,1,5983436800,3.087613,1.80e-04,3.057,18.42
91400,1,5989990400,3.536023,1.80e-04,3.058,18.42
91500,1,5996544000,2.801828,1.80e-04,3.057,18.42
91600,1,6003097600,3.539090,1.79e-04,3.056,18.42
91700,1,6009651200,3.102789,1.79e-04,3.056,18.42
91800,1,6016204800,3.378067,1.79e-04,3.056,18.42
91900,1,6022758400,2.822030,1.79e-04,3.056,18.42
92000,1,6029312000,2.399565,1.78e-04,3.055,18.42
92100,1,6035865600,2.914399,1.78e-04,3.056,18.42
92200,1,6042419200,3.178350,1.78e-04,3.055,18.42
92300,1,6048972800,3.056537,1.78e-04,3.055,18.42
92400,1,6055526400,3.358597,1.78e-04,3.055,18.42
92500,1,6062080000,2.841314,1.77e-04,3.055,18.42
92600,1,6068633600,2.709868,1.77e-04,3.055,18.42
92700,1,6075187200,2.649188,1.77e-04,3.055,18.42
92800,1,6081740800,2.643816,1.77e-04,3.055,18.42
92900,1,6088294400,3.088788,1.76e-04,3.057,18.42
93000,1,6094848000,2.919546,1.76e-04,3.058,18.42
93100,1,6101401600,2.930376,1.76e-04,3.058,18.42
93200,1,6107955200,2.465722,1.76e-04,3.058,18.42
93300,1,6114508800,2.758601,1.76e-04,3.063,18.42
93400,1,6121062400,2.982635,1.75e-04,3.058,18.42
